SMILES,NLL
CS(=O)(=O)N(CC(=O)NCc1ccc(F)cc1)Cc1ccc(Cl)cc1,21.393569946289062
O=C(NCCN1C(=O)CCCC1=O)c1ccccc1Cl,25.146806716918945
COc1cc(C(C)=O)ccc1S(=O)(=O)N1CCN(c2nc(-c3ccccc3F)nc3ccccc23)CC1,34.137840270996094
CCCN(CCO)Cc1ccc(-c2ccccc2)cc1,23.6861572265625
c1ccc2nc3ccccc3nc2c1,16.645362854003906
CCCC(NC(=O)c1cccnc1Cl)C(=O)N1CCCC1C(=O)NC1c2cc(C#N)ccc2CC1O,44.11622619628906
CCc1ccc2[nH]c(=O)c(CN(CC)Cc3cc(OC)ccc3OC)c(C)c2c1,34.67888641357422
CCOc1ccc(-c2cnc(-c3ccc(C(=O)NCC(C)(C)C)cc3)n3ccnc23)cc1C(F)(F)F,36.44294357299805
CCNC(=O)c1ccc(O)c(OC2CCCC2)c1,27.740501403808594
Cc1c(CNC2CCCCCCC2)csc1-c1ccc(S(N)(=O)=O)cc1,31.55919647216797
COc1cc(C=C2SC(=Nc3ccccc3C)NC2=O)cc(OC)c1,22.661319732666016
CC(C)(C)c1cn2c(=O)c(C=NNC(=O)CC#N)c(Cl)n(-c3ccc(Cl)cc3Cl)c2n1,43.71466064453125
CN(C)c1ccc(NC(=O)c2ccc(-c3ccccc3)s2)cc1,22.91579246520996
CC(C)OC(C)NCC1CON(c2cc(F)c(-n3cc4ccc(C#N)cc4n3)c(F)c2)C1,45.090476989746094
NC(=O)c1ccccc1NC(=O)c1ccc(-c2cc(-c3cnccc3F)c3ccccn23)s1,42.41516876220703
CCOC(=O)C1CCN(c2ccc(NC(=O)Nc3ccc(Cl)c(Cl)c3)cc2)CC1,26.641416549682617
C=c1[nH]c(=Cc2[nH]c(=S)n(-c3ccc(Br)cc3)c2O)c(C)c1C(=O)OCC,26.486482620239258
Cc1ccc(C=C2CN(C(=O)C3CCCN3C(=O)c3ccc(F)cc3)CC(=Cc3ccccc3)C2=O)cc1,32.673519134521484
CS(=O)(=O)Nc1ccc(OCC(O)CN2CCC(C(N)=O)CC2)cc1,22.906869888305664
CN1CCN(CCNC(=O)c2c[nH]c3c(ccc4cc[nH]c43)c2=O)CC1,29.452573776245117
Oc1cccc(-c2nc(-c3cccc4c3CN(CCn3ccnc3)C4)no2)c1,34.50349426269531
COc1ccccc1C1c2cn(-c3ccc(Cl)cc3)nc2C(=O)N1c1ccc2[nH]cnc2c1,31.736515045166016
CON=C(c1ccccc1COc1ccc(C(F)(F)F)cn1)c1cc(OC)ccc1OC,26.974084854125977
COc1ccc(C2SCC(=O)N2NC(=O)c2ccc(Cl)cc2)cc1OC,22.068910598754883
COC(=O)N1CCc2c[nH]nc2C1(C#N)C1C=CCCC1,33.885433197021484
FC(F)(F)c1nc(-c2cc(Cl)cc(Cl)c2)c(-c2ccncc2)o1,27.734630584716797
COc1ccc(S(=O)(=O)NN=Cc2ccc(C=Cc3cc([N+](=O)[O-])ccc3O)cc2)c(OC)c1,34.80390548706055
CCN(c1c(N)nnc2c(-c3ccc(Br)cc3)c(-c3ccccc3)nn12)C1CCCCC1,38.13016891479492
O=C(NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)O)c1ccc2nc(-c3ccoc3)n(C3CCCCCCC3)c2c1,31.190845489501953
CC12c3[nH]c4ccc(Cl)cc4c3CCN1C(=O)C(CC(=O)NCCC(N)=O)CC2C(=O)N1CCCCC1,29.903379440307617
N#CCC(N)=O,18.986915588378906
Cc1ccc[nH]c1=NC(=O)c1ccccc1,20.707271575927734
CNCc1c(C)cc(C)n(CC(=O)N=c2[nH]ncs2)c1=O,35.560302734375
O=C(O)c1cn2c(n1)C(=O)N(Cc1ccccc1)c1ccccc1C2,23.71164321899414
COc1cc(OC)nc(Oc2ccccc2C=O)n1,19.71019172668457
O=[N+]([O-])c1c2ccc3ccccc3c2cc2nonc12,30.269216537475586
Brc1cccc(-c2n[nH]nc2-c2ccccc2)c1,24.68689727783203
O=C(O)CCC(=O)N1CCCN(Cc2cccc3c2OCC2(CCCCC2)O3)CC1,42.739933013916016
CCOC(=O)c1sc2nc[nH]c(=NCCc3ccccc3)c2c1N,21.748321533203125
O=C(c1csc(=Nc2cnc3ccccc3n2)[nH]1)c1cc2ccccc2o1,33.67313766479492
CC(=CC(=O)N1CC(C)CC(C)C1)CC(O)(c1ccccc1)c1ccccc1,33.347843170166016
N=CN1NCC(NC(=O)C2CCC2)C1COc1cccc(Cl)c1,44.58211135864258
Cc1nc(C(C)N2CC(CCc3ccccc3)(c3cccc(Cl)c3)OC2=O)nnc1-c1ccccc1,39.313899993896484
CCC(CO)Nc1cnc(-c2ccc(C)cc2)c(-c2ccc3c(c2)n(CC)c(=O)n3CC)c1,33.443050384521484
Cc1cc2ccccc2nc1OC(=O)c1cccc(Cl)c1,28.95354461669922
COCCNC(=O)c1nn(-c2ccc(C)cc2)nc1CO,24.422977447509766
O=C(SCc1cn(-c2ccccc2Cl)nn1)c1ccc(Cl)cc1,27.416654586791992
O=C(Nc1cccc(C(F)(F)F)c1)OCCSc1ncnc2c1ncn2Cc1ccccc1,30.25426483154297
COc1cc(NC(=O)C=CN(C)C)c2[nH]nc(C3CC3)c2c1,32.45374298095703
Cc1ccc2[nH]c3c(=O)n(CC(=O)NCc4ccc5c(c4)OCO5)ncc3c2c1,24.070297241210938
C#CCNC1C=CC(O)C(O)C1O,21.234981536865234
Brc1ccc(OCc2cn3cc(Br)ccc3n2)cc1,24.714624404907227
Cc1cc(C(=O)C(=O)N=c2[nH]ccs2)c(C)n1-c1ccccc1,22.71309471130371
CC1CCN(S(=O)(=O)c2ccc(C(=O)NC3CCC3)cc2)CC1,23.518896102905273
CN1CCN(S(=O)(=O)c2cc(Cl)c(Cl)cc2Cl)CC1,19.84974479675293
c1ccc2cc(OCCCSc3nc4ccccc4[nH]3)ccc2c1,24.279953002929688
Cn1cc(C=O)c2cc(S(=O)(=O)N3CCc4ccccc4C3)ccc21,24.568819046020508
N=c1cc[nH]c(CC2=c3ccc(-c4ccc(F)cc4)cc3=NC2=O)n1,27.166353225708008
COc1ccccc1N(C)C(=O)CN(Cc1cccs1)C(=O)c1snc(C(N)=O)c1N,32.97264099121094
CCCCCCCCCCCC1CC(=O)C(=O)C(C)C1=O,29.082731246948242
Cc1nc(N2CCN(CCC(=O)O)CC2Cc2ccccc2)c(C#N)cc1-c1nc(=O)ss1,46.93659210205078
O=C(CC1(O)CCCCc2ccccc21)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,30.912899017333984
CC(Sc1ccc(F)cc1)C(=O)NC1CC1,22.697486877441406
CCC(=O)c1ccc(N(Cc2cccnc2)S(=O)(=O)c2ccc(C(=O)O)cc2)c(Cl)c1,34.96175765991211
Cc1ccc(OC2CCN(Cc3cc(Cl)cc(Cl)c3)CC2)cc1NC(=O)c1ccc2ccccc2c1,31.042844772338867
O=[N+]([O-])c1cccc(CN2CCNCC2)c1,20.1595458984375
CCOC(=O)c1cc2c(-c3cccc(C(=O)N=c4ccc(C)c[nH]4)c3)cc(Cl)cc2[nH]1,38.786285400390625
COC(=O)c1nc2cc(-c3ccc(OC)c(OC)c3)ccc2o1,26.658946990966797
NCCCCCCOc1ccc(O)cc1,19.975906372070312
CC(=O)COC(C)=O,18.108516693115234
Cc1cncc(-c2cnc3c(c2)CCCN3C(=O)N=c2cc(C)[nH]cc2F)c1,32.33890151977539
COc1cc(Cc2coc3c(O)cc(OC)c(O)c3c2=O)cc(OC)c1OC,27.30547332763672
CS(=O)(=O)c1ccc(-c2nc3cc(-c4cccc(C(F)(F)F)c4)cnc3s2)cc1,29.552833557128906
O=C(C=Cc1ccc(O)c(O)c1)CCCCCn1ccnc1,26.94228744506836
CCCN1C(C)CN(c2nnc(-c3ccc4occc4c3)c3cccc(-c4cncnc4)c23)CC1C,49.189910888671875
CC(C)(CC(O)(c1ccc(OCc2noc(-c3ccccc3)n2)cc1)C(F)(F)F)C(=O)O,31.413522720336914
COc1ccc(Cc2c(C)n(CC(=O)NC(C(N)=O)C(C)C)c3ccc(CCC(=O)O)cc23)cc1,38.22930145263672
COc1cccc(NC(=O)c2ccc(NC(=O)COc3ccc(C)cc3C(=O)c3ccc(Cl)cc3)cc2)c1,32.93632507324219
COc1ccc(Br)cc1CN(C)CC(=O)Nc1cccc(Br)c1,24.661239624023438
C=CCOc1ccc(C2NC(=O)N=C(C)C2C#N)cc1Cl,22.133544921875
CN(C)S(=O)(=O)c1cc(NC(=O)Cc2c[nH]c3ccccc23)ccc1F,28.40953254699707
O=C(NCc1ccc(CNC(=O)c2ncc[nH]2)cc1)Nc1cccc(F)c1,29.790786743164062
Cc1noc(C)c1S(=O)(=O)Nc1ccc(OC(C)C)cc1,23.693504333496094
O=c1[nH]c2ccc(C(F)(F)F)cc2[nH]c1=O,16.440061569213867
Cc1sc2ncnc(Sc3nnc(-c4ccccc4)o3)c2c1C,21.570911407470703
COc1ccccc1C(=O)N(Cc1cc2ccccc2[nH]c1=O)c1cccc(C)c1C,30.97488021850586
CC(C)C(NS(=O)(=O)c1cccc2nsnc12)C(=O)NCc1ccc(F)cc1,23.571514129638672
O=C(CN1CCN(S(=O)(=O)c2cccc(F)c2)CC1)N1CCOCC1,22.712890625
Cc1cc(CN=c2nc(N3CC(N)CC(N)C3)c(N)c(N=c3nc(N4CC(C)CC(C)(C)C4)[nH]c(=Nc4ccccc4)[nH]3)[nH]2)on1,36.934486389160156
O=C(NN=Cc1ccc(Br)o1)c1nc(=O)c2c(-c3ccccc3)csc2[nH]1,30.715694427490234
CCCC(C)C(=O)C(=O)Nc1ccc(C(=O)O)cc1,25.93815040588379
